Modèle;date;type;feu_croisement;feu_route;eclairage_jour;feu_position;feu_antibrouillard;clignotant_avant_voiture;clignotant_arriere_voiture;feu_arriere;feu_stop;feu_plaque_immatriculation;eclairage_interieur;eclairage_coffre;
;;Bi-Xenon;D1S;H1;P21W;W5W;H3/HB4;PY21W;P21W/ PY21W;W5W/LED;P21W/ LED;C5W;C5W;6411;
LEON (5F1);09/12->>;Halogen;H7;H7;P21W/ LED;**/LED;H8/LED;PY21W;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
;;LED;LED;LED;LED;LED;H8/LED;LED;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
LEON (KL1);11/19->>;Standard;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;
LEON Hatchback Van (5F1);09/12->>;Halogen;H7;H7;P21W/ LED;**/LED;H8/LED;PY21W;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
;;LED;LED;LED;LED;LED;H8/LED;LED;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
LEON SC (5F5);01/13->>;Halogen;H7;H7;P21W;**;H8;PY21W;PY21W;W5W/LED;P21W/ LED;W5W;-;W5W;
;;LED;LED;LED;LED;LED;-;LED;PY21W;W5W/LED;P21W/ LED;W5W;-;W5W;
LEON Sportstourer (KL8);03/20->>;Standard;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;
LEON ST (5F8);08/13->>;Halogen;H7;H7;P21W/ LED;**/LED;H8/LED;PY21W;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
;;LED;LED;LED;LED;LED;H8/LED;LED;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
LEON ST Estate Van (5F8);01/13->>;Halogen;H7;H7;P21W/ LED;**/LED;H8/LED;PY21W;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
;;LED;LED;LED;LED;LED;H8/LED;LED;PY21W/ WY16W;W5W/LED;P21W/ LED;W5W/LED;W5W/LED;W5W/LED;
MARBELLA (28A);08/86-10/98;Standard;H4;H4;-;R5W;-;P21W;P21W;P21/5W;P21/5W;R5W;C5W;-;
Mii (KF1, KE1);10/11->>;Halogen;H4;H4;W21/5W;W21/5W;HB4;PY21W;PY21W;P21/5W;P21/5W;W5W;6411/ W5W;-;
TOLEDO I (1L2);01/91-10/99;Standard;H1;H1;-;W5W;H3;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;6411;C5W;
TOLEDO II (1M2);10/98-05/06;Standard;H7;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;6411/ C5W;6411;
TOLEDO III (5P2);04/04-05/09;Halogen;H7;H1;-;W5W;H3/HB4;PY21W;R10W;P21W;P21W;C5W;C5W;6411;
;;Bi-Xenon;D1S;H1;P21W;W5W;H3/HB4;PY21W;R10W;P21W;P21W;C5W;C5W;6411;
TOLEDO IV (KG3);07/12->>;Halogen;H7;H7;P21W;W5W;H8;PY21W;PY21W;R5W/LED;P21/5W/ LED;W5W/LED;6411;W5W;
;;LED;LED;LED;LED;LED;H8;LED;PY21W;R5W/LED;P21/5W/ LED;W5W/LED;6411;W5W;
*SKODA;;;;;;;;;;;;;;;
CITIGO;10/11->>;avec phare simple4;H4;H4;W21/5W;W21/5W;HB4/H8;PY21W;RY10W;P21/4W;P21/4W;W5W;6411/ W5W;-;
;;avec phare double6;H7;H7;LED;LED;HB4/H8;PY21W;RY10W;P21/4W;P21/4W;W5W;6411/ W5W;-;
E-CITIGO (NE1);09/19->>;Standard;H7;H7;LED;LED;H8;PY21W;RY10W;P21/4W;P21/4W;W5W;6411/ W5W;-;
;09/19->>;Standard;H7;H7;LED;LED;H8;PY21W;RY10W;P21/4W;P21/4W;W5W;6411/ W5W;W5W;
ENYAQ iV SUV (5AZ);10/20->>;Standard;LED;LED;LED;LED;LED;WY21W/ LED;LED;LED;LED;LED;**;**;
FABIA I (6Y2);08/99-03/08;Halogen;H7;H3;-;W5W;H3/HB4;PY21W;PY21W;P21/4W;P21W;C5W;6411;W5W;
;;Xenon;D2S;H7;-;W5W;H3/HB4;PY21W;PY21W;P21/4W;P21W;C5W;6411;W5W;
FABIA I Combi (6Y5);04/00-12/07;Halogen;H7;H3;-;W5W;H3/HB4;PY21W;PY21W;P21/4W;P21W;C5W;6411;C5W;
;;Xenon;D2S;H7;-;W5W;H3/HB4;PY21W;PY21W;P21/4W;P21W;C5W;6411;C5W;
FABIA I Praktik (6Y5);07/01-12/07;Halogen;H7;H3;-;W5W;H3;PY21W;PY21W;P21/4W;P21/4W;C5W;**;C5W;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;P21/4W;P21/4W;C5W;**;C5W;
FABIA I Saloon (6Y3);10/99-12/07;Halogen;H7;H3;-;W5W;H3;PY21W;PY21W;P21/4W;P21W;C5W;6411;W5W;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;P21/4W;P21W;C5W;6411;W5W;
FABIA II (542);12/06-12/14;avec phare simple4;H4;H4;P21W/ LED;W5W;HB4/H8;PY21W;PY21W;W5W;P21W;C5W;6411;W5W;
;;Bi-Halogen;H7;H7;P21W/ LED;W5W;HB4/H8;PY21W;PY21W;W5W;P21W;C5W;6411;W5W;
FABIA II Combi (545);10/07-12/14;avec phare simple4;H4;H4;P21W/ LED;W5W;HB4/H8;PY21W;PY21W;W5W;P21W;C5W;6411;W5W;
;;Bi-Halogen;H7;H7;P21W/ LED;W5W;HB4/H8;PY21W;PY21W;W5W;P21W;C5W;6411;W5W;
FABIA III (NJ3);08/14->>;avec phare simple4;H4;H4;P21W;W5W;H8;PY21W;PY21W;W3W;P21/4W;W5W/LED;6411;W5W;
;;avec phare double6;H7;H7;LED;LED;H8;WY21W;PY21W;W3W;P21/4W;W5W/LED;6411;W5W;
FABIA III Estate (NJ5);08/14->>;avec phare simple4;H4;H4;P21W;W5W;H8;PY21W;PY21W;W3W;P21/4W;W5W/LED;6411;W5W;
;;avec phare double6;H7;H7;LED;LED;H8;WY21W;PY21W;W3W;P21/4W;W5W/LED;6411;W5W;
FABIA IV (PJ3);06/21->>;Standard;LED;LED;LED;LED;H8;LED;WY16W/ LED;W5W/LED;P21W/ LED;LED;**;W5W;
FAVORIT (781);05/89-09/94;Standard;H4;H4;-;T4W;H3;P21W;P21W;R10W;P21W;T4W;C5W;-;
FAVORIT Forman (785);06/88-06/95;Standard;H4;H4;-;T4W;H3;P21W;P21W;R10W;P21W;T4W;C5W;-;
FAVORIT Pickup (787);06/92-06/97;Standard;H4;H4;-;T4W;H3;P21W;P21W;R10W;P21W;T4W;C5W;-;
FELICIA I (6U1);10/94-03/98;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
FELICIA I Estate (6U5);07/95-03/98;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
FELICIA I Pickup (6UF, 6U7);10/95-04/02;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
FELICIA II (6U1);01/98-06/01;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
FELICIA II Estate (6U5);01/98-06/01;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
KAMIQ (NW4);07/19->>;LED;LED;LED;LED;LED;H8;**/LED;WY16W/ LED;LED;LED;LED;W5W/LED;W5W;
KAROQ (NU7, ND7);07/17->>;Halogen;H7;H7;LED;W5W;H8;**;WY16W;LED;LED;LED;W5W/ C5W/LED;W5W/LED;
;;LED;LED;LED;LED;LED;LED;LED;WY16W;LED;LED;LED;W5W/ C5W/LED;W5W/LED;
KODIAQ (NS7, NV7, NS6);10/16->>;Halogen;H7;H7;-;W5W;H8;**;WY16W;LED;LED;LED;W5W/LED;W5W/LED;
;;LED;LED;LED;-;LED;LED;LED;WY16W;LED;LED;LED;W5W/LED;W5W/LED;
OCTAVIA I (1U2);09/96-12/10;Halogen;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411/ W5W;C5W;
;;Xenon;D2S;H1;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411/ W5W;C5W;
OCTAVIA I Combi (1U5);07/98-12/10;Halogen;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411/ W5W;-;
;;Xenon;D2S;H1;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411/ W5W;-;
OCTAVIA II (1Z3);02/04-06/13;> 2008, Halogen;H7;H1;-;W5W;H8/H1;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
;;> 2008, Xenon;D1S;H1;-;W5W;H8/H1;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
;;< 2009, Halogen;H7;H1;P21W/ LED;W5W;H8/HB4;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
;;< 2009, Xenon;D1S;H1;P21W/ LED;W5W;H8/HB4;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
OCTAVIA II Combi (1Z5);02/04-06/13;> 2008, Halogen;H7;H1;-;W5W;H8/H1;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
;;> 2008, Xenon;D1S;H1;-;W5W;H8/H1;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
;;< 2009, Halogen;H7;H1;P21W/ LED;W5W;H8/HB4;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
;;< 2009, Xenon;D1S;H1;P21W/ LED;W5W;H8/HB4;PY21W;PY21W;W3W;P21/4W;C5W;6411;W5W;
OCTAVIA III (5E3, NL3, NR3);11/12->>;> 2017, Halogen;H7;H15;H15;H15;H8/H16/ LED;**;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;< 2018, Halogen;H7;H7;LED;LED;H8/H16/ LED;**;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;Bi-Xenon;D3S;D3S;P21/5W/ LED;P21/5W/ W5W;H8/H16/ LED;**;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;LED;LED;LED;LED;LED;H8/H16/ LED;LED;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
OCTAVIA III Combi (5E5, 5E6);11/12->>;> 2017, Halogen;H7;H15;H15;H15;H8/H16/ LED;**;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;< 2018, Halogen;H7;H7;LED;LED;H8/H16/ LED;**;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;Bi-Xenon;D3S;D3S;P21/5W/ LED;P21/5W/ W5W;H8/H16/ LED;**;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;LED;LED;LED;LED;LED;H8/H16/ LED;LED;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
OCTAVIA IV (NX3);01/20->>;LED;LED;LED;LED;LED;LED;**/LED;LED;LED;LED;LED;LED;LED;
OCTAVIA IV Combi (NX5);11/19->>;LED;LED;LED;LED;LED;LED;**/LED;LED;LED;LED;LED;LED;LED;
RAPID (NA2);10/11->>;avec phare simple4;H4;H4;-;W5W;H8;PY21W;PY21W;P21/4W;P21/4W;W5W;6411/ W3W;W5W;
;;Bi-Halogen;H7;H7;-;W5W;H8;PY21W;PY21W;P21/4W;P21/4W;W5W;6411/ W3W;W5W;
RAPID (NH3);07/12->>;> 2016, Halogen;H7;H15;H15;W5W;H8;PY21W;PY21W;W3W;P21/4W;W5W/LED;**/C5W;W5W;
;;< 2017, Halogen;H7;H7;LED;LED;H8;PY21W;PY21W;W3W;P21/4W;W5W/LED;**/C5W;W5W;
;;Xenon;D5S;H15;H15;W5W;H8;PY21W;PY21W;W3W;P21/4W;W5W/LED;**/C5W;W5W;
;;Bi-Xenon;D5S;D5S;LED;LED;H8;PY21W;PY21W;W3W;P21/4W;W5W/LED;**/C5W;W5W;
RAPID Spaceback (NH1);07/12->>;Halogen;H7;H15;H15;W5W;H8;PY21W;PY21W;W3W;P21/4W;W5W;6411;W5W;
;;Xenon;D5S;H15;H15;W5W;H8;PY21W;PY21W;W3W;P21/4W;W5W;6411;W5W;
ROOMSTER (5J7);03/06-05/15;avec phare simple4;H4;H4;P21W;W5W;H8/HB4;PY21W;PY21W;W5W;P21W;C5W;6411;6411;
;;> 2010, Bi-Halogen;H7;H7;P21W;W5W;H8/HB4;PY21W;PY21W;W5W;P21W;C5W;6411;6411;
;;< 2011, avec phare double6;H7;H7;P21W;W5W;H8/HB4;PY21W;PY21W;W5W;P21W;C5W;6411;6411;
ROOMSTER Praktik (5J);03/07-05/15;avec phare simple4;H4;H4;P21W;W5W;H8/HB4;PY21W;PY21W;W5W;P21W;C5W;6411;6411;
;;> 2010, Bi-Halogen;H7;H7;P21W;W5W;H8/HB4;PY21W;PY21W;W5W;P21W;C5W;6411;6411;
;;< 2011, avec phare double6;H7;H7;P21W;W5W;H8/HB4;PY21W;PY21W;W5W;P21W;C5W;6411;6411;
SUPERB I (3U4);12/01-03/08;Halogen;H7;H3;-;W5W;H3;PY21W;PY21W;P21/4W;P21W;C5W;W5W;C5W;
;;Xenon;D2S;H3;-;H6W;H3;PY21W;PY21W;P21/4W;P21W;C5W;W5W;C5W;
SUPERB II (3T4);03/08-05/15;> 2013, Halogen;H7;H3;P21W;W5W;H8;**;PY21W;W5W/LED;WY16W/ LED;C5W;W5W;W5W;
;;> 2013, Bi-Xenon;D1S;H3;P21W;W5W;H8;**;PY21W;W5W/LED;WY16W/ LED;C5W;W5W;W5W;
;;< 2014, Halogen;H7;H15;H15;H15;H8;**;LED;LED;LED;W5W;W5W;W5W;
;;< 2014, Bi-Xenon;D3S;H7;LED;LED;H8;LED;LED;LED;LED;W5W;W5W;W5W;
SUPERB II Estate (3T5);10/09-05/15;> 2013, Halogen;H7;H3;P21W;W5W;H8;**;R10W/ RY10W;W5W;WY16W;C5W;W5W;W5W;
;;> 2013, Bi-Xenon;D1S;H3;P21W;W5W;H8;**;R10W/ RY10W;W5W;WY16W;C5W;W5W;W5W;
;;< 2014, Halogen;H7;H15;H15;H15;H8;**;PY21W;LED;LED;W5W;W5W;W5W;
;;< 2014, Bi-Xenon;D3S;H7;LED;LED;H8;LED;PY21W;LED;LED;W5W;W5W;W5W;
SUPERB III (3V3);03/15->>;Halogen;H7;H7;**;**;H8/LED;**;PY21W;LED;LED;W5W/LED;W5W/LED;W5W;
;;Bi-Xenon;D3S;D3S;LED;LED;H8/LED;LED;PY21W;LED;LED;W5W/LED;W5W/LED;W5W;
;;LED;LED;LED;LED;LED;LED;**/LED;PY21W;LED;LED;W5W/LED;W5W/LED;W5W;
SUPERB III Estate (3V5);03/15->>;Halogen;H7;H7;**;**;H8/LED;**;PY21W;LED;LED;W5W/LED;W5W/LED;W5W;
;;Bi-Xenon;D3S;D3S;LED;LED;H8/LED;LED;PY21W;LED;LED;W5W/LED;W5W/LED;W5W;
;;LED;LED;LED;LED;LED;LED;**/LED;PY21W;LED;LED;W5W/LED;W5W/LED;W5W;
YETI (5L);05/09-12/17;> 2013, Halogen;H4;H4;P13W;W5W;H7;**;PY21W;W5W/LED;P21W/ LED;C5W;W5W;W5W;
;;> 2013, Bi-Xenon;D1S;D1S;P13W;W5W;H7;**;PY21W;W5W/LED;P21W/ LED;C5W;W5W;W5W;
;;< 2014, Halogen;H7;H7;**;**;H8;**;PY21W;W5W/LED;P21W/ LED;W5W;W5W;W5W;
;;< 2014, Bi-Xenon;D3S;H7;LED;LED;H8;**;PY21W;W5W/LED;P21W/ LED;W5W;W5W;W5W;
*SMART;;;;;;;;;;;;;;;
CABRIO (450);03/00-01/04;avec phare simple4;H4;H4;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;**;-;
;;avec phare double6;H7;H1;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;**;-;
CITY-COUPE (450);07/98-01/04;avec phare simple4;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;**;-;
;;avec phare double6;H7;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;**;-;
CROSSBLADE (450);06/02-12/03;Standard;H7;H1;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;-;-;
FORFOUR (454);01/04-06/06;Standard;H7;H7;-;W5W;H8;P21W;P21W;P21/5W;P21/5W;W5W;-;-;
FORFOUR Hatchback (453);07/14->>;Halogen;H4;H4;LED;LED;H16;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;W5W;-;
FORTWO Cabrio (450);01/04-01/07;Standard;H7;H1;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;**;-;
FORTWO Cabrio (451);01/07->>;Standard;H7;H7;LED;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;**;-;
FORTWO Convertible (453);09/15->>;Halogen;H4;H4;LED;LED;H16;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;W5W;-;
FORTWO Coupe (450);01/04-02/07;Standard;H7;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;**;-;
FORTWO Coupe (451);01/07->>;Standard;H7;H7;LED;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;**;-;
FORTWO Coupe (453);07/14->>;Halogen;H4;H4;LED;LED;H16;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;W5W;-;
ROADSTER (452);04/03-11/05;Standard;H7;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;-;-;
ROADSTER Coupe (452);04/03-11/05;Standard;H7;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;-;-;
*SSANGYONG;;;;;;;;;;;;;;;
ACTYON I;11/05->>;Standard;H4;H4;-;W5W;H27W/2;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
ACTYON SPORTS I (QJ);11/05->>;Standard;H4;H4;-;W5W;H27W/2;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;-;
KORANDO (C300);02/19->>;Halogen;H7;H1;LED;LED;LED;PY21W;PY21W;LED;LED;W5W;**/LED;**;
;;LED;LED;LED;LED;LED;LED;LED;PY21W;LED;LED;W5W;**/LED;**;
KORANDO (CK);07/10->>;> 2012;H4;H4;-;W5W;H27W/2;PY21W;P21W;P21/5W;P21/5W;W5W;**;**;
;;< 2013, Halogen;H7;H1;LED;LED;H16;P21W;PY21W;LED;P21W;W5W;**;**;
;;< 2013, Xenon;D5S;H1;LED;LED;H16;P21W;PY21W;LED;P21W;W5W;**;**;
KORANDO (KJ);12/96->>;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
KORANDO Cabrio (KJ);12/96->>;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
KORANDO SPORTS;08/13->>;Standard;H7;H15;H15;W5W;H16;P21W;PY21W;P21/5W;P21/5W;W5W;C5W;C5W;
KYRON;05/05->>;Standard;H7;H1;-;W5W;H27W/2;P21W;PY21W;P21/5W;P21/5W;W5W;6411;C5W;
MUSSO (FJ);01/93->>;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411;-;
MUSSO (QK);01/18->>;avec phare simple4;H4;H4;P21/5W;P21/5W;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;avec phare double6;H7;H1;LED;LED;H16;LED;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Xenon;D8S;H1;LED;LED;H16;LED;PY21W;P21/5W;P21/5W;W5W;W5W;-;
MUSSO GRAND;01/19->>;avec phare simple4;H4;H4;P21/5W;P21/5W;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;avec phare double6;H7;H1;LED;LED;H16;LED;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;Xenon;D8S;H1;LED;LED;H16;LED;PY21W;P21/5W;P21/5W;W5W;W5W;-;
MUSSO SPORTS;08/04->>;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21W;W5W;6411;-;
REXTON / REXTON II (GAB_);04/02->>;Standard;H7;H1;H15;W5W;H27W/1;PY21W;PY21W;W5W;P21/5W;W5W;6411;C5W;
REXTON (Y400);07/17->>;Halogen;H7;H1;LED;LED;H16;LED;PY21W;LED;LED;LED;LED;-;
;;Xenon;D8S;H1;LED;LED;H16;LED;PY21W;LED;LED;LED;LED;-;
REXTON W / REXTON;07/12->>;Halogen;H7;H15;H15;LED;H8;PY21W;PY21W;LED;LED;W5W;6411;6411;
;;Xenon;D5S;H1;LED;LED;LED;PY21W;PY21W;LED;LED;W5W;6411;6411;
RODIUS I;05/05->>;> 2012;H7;H7;-;W5W;H27W/1;PY21W;P21W;P21/5W;P21/5W;W5W;C5W;C5W;
;;< 2013;H7;H15;H15;W5W;H16;P21W;PY21W;P21/5W;P21/5W;W5W;C5W;C5W;
RODIUS II;07/13->>;Standard;H7;H15;H15;W5W;H16;P21W;PY21W;P21/5W;P21/5W;W5W;C5W;C5W;
STAVIC;02/05->>;Standard;H7;H7;-;W5W;H27W/1;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W;C5W;
TIVOLI;01/15->>;Halogen;H7;H1;LED;LED;H16;PY21W;PY21W;LED;LED;W5W;**;**;
;;Bi-Xenon;D5S;H1;LED;LED;H16;PY21W;PY21W;LED;LED;W5W;**;**;
XLV SUV;04/16->>;Halogen;H7;H1;LED;LED;H16;PY21W;PY21W;WY16W;LED;W5W;-;-;
;;Bi-Xenon;D5S;H1;LED;LED;H16;PY21W;PY21W;WY16W;LED;W5W;-;-;
*SUBARU;;;;;;;;;;;;;;;
BRZ;06/12->>;Bi-Xenon;D4S;D4S;LED;LED;**;WY21W;WY21W;LED;LED;W5W;**;W5W;
FORESTER (SF_);03/97-09/02;> 1999/07;H4;H4;-;W5W;HB4;P21W;P21W;P21/5W;P21/5W;W5W;-;C5W;
;;< 1999/08;H4;H4;-;W5W;HB4;P21W;PY21W;W21/5W;W21/5W;W5W;-;C5W;
FORESTER (SG_);06/02->>;Halogen;H1;HB3;-;W5W;HB4;PY21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
;;Xenon;D2R;HB3;-;W5W;HB4;PY21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
FORESTER (SH_);01/08->>;Halogen;H11;HB3;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;Xenon;D2R;HB3;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
FORESTER (SJ);03/13->>;Halogen;H11;HB3;-;W5W;H16;WY21W;WY21W;W21/5W;W21/5W;W5W;**;C5W;
;;Xenon;D4R;HB3;-;W5W;H16;WY21W;WY21W;W21/5W;W21/5W;W5W;**;C5W;
FORESTER (SK_);04/18->>;Halogen;H11;HB3;P13W;W5W;H8/H16;WY21W;WY21W;LED;LED;W5W;**;W5W;
;;LED;LED;LED;LED;LED;H8;WY21W;WY21W;LED;LED;W5W;**;W5W;
IMPREZA Coupe (GFC);01/93-12/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;C5W;W5W;
IMPREZA Estate (GF);08/92-12/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;C5W;W5W;
IMPREZA Hatchback (GP_);10/11->>;Halogen;H11;HB3;**;W5W;**/H8;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;Xenon;D2R;HB3;**;W5W;**/H8;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
IMPREZA Hatchback (GR, GH, G3);03/07->>;Halogen;H7;HB3;-;W5W;HB4;WY21W;WY21W;LED;LED;W5W;-;-;
;;Xenon;D2S;HB3;-;W5W;HB4;WY21W;WY21W;LED;LED;W5W;-;-;
IMPREZA Saloon (GC);08/92-09/01;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;C5W;W5W;
IMPREZA Saloon (GD);09/99->>;> 2002/06,avec phare simple4;H4;H4;-;W5W;H3;P21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
;;> 2002/06, avec phare double6;HB3;H1;-;W5W;H3;P21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
;;< 2002/07,avec phare simple4;H4;H4;-;W5W;H3;W21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
;;< 2002/07, avec phare double6;HB3;H1;-;W5W;H3;W21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
IMPREZA Saloon (GJ_);07/11->>;Halogen;H11;HB3;**;W5W;**/H8;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;Xenon;D2R;HB3;**;W5W;**/H8;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
IMPREZA Saloon (GE, GV);03/07->>;Halogen;H7;HB3;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;Xenon;D2S;HB3;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
IMPREZA Estate (GG);10/00-12/08;avec phare simple4;H4;H4;-;W5W;H3;P21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
;;avec phare double6;H1;HB3;-;W5W;H3;W21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
;;Xenon;D2S;HB3;-;W5W;H3;WY21W;PY21W;W21/5W;W21/5W;W5W;6411;C5W;
JUSTY II (JMA, MS);10/95-11/03;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;W5W;-;
JUSTY III (G3X);09/03->>;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W;W5W;-;
JUSTY IV;01/07->>;Standard;H4;H4;-;W5W;HB4;PY21W;WY21W;P21/5W;P21/5W;W5W;-;W5W;
LEGACY II (BD);03/94-10/99;Standard;H4;H4;-;W5W;-;P21W;P21W;R10W;P21W;W5W;C5W;W5W;
LEGACY II Estate (BG);02/94-12/99;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;C5W;W5W;
LEGACY III (BE);10/98-08/03;Standard;H7;H1;-;R5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
LEGACY III Estate (BH);10/98-08/03;Standard;H7;H1;-;R5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
LEGACY IV (BL);09/03->>;> 2006, Halogen;H7;HB3;-;W5W;H3;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;< 2007, Halogen;H7;H9;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
;;Xenon;D2S;HB3;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;W5W;
LEGACY IV Estate (BP);09/03->>;> 2006, Halogen;H7;HB3;-;W5W;H3;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;< 2007, Halogen;H7;H9;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;Xenon;D2S;HB3;-;W5W;HB4;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
LEGACY V (BM);09/09->>;Halogen;H7;HB3;-;W5W;HB4;WY21W;WY21W;W5W;W21/5W;W5W;**;-;
